brand,model,screen_size,color,storage,processor,RAM,os,special_feature,graphics,price
HP,HP Laptop,39.6 Centimetres,Natural Silver,512 GB,Ryzen 5,8 GB,Windows 11 Home,"Anti Glare Coating, Backlit Keyboard",Integrated,"₹34,491"
Lenovo,LOQ,15.6 Inches,Luna Grey,512 GB,Ryzen 5,12 GB,Windows 11 Home,"Backlit Keyboard, HD Audio",Dedicated,"₹46,990"
,,,,,,,,,,"₹77,410"
ASUS,ASUS Vivobook 15,15.6 Inches,Blue | R7 7730U,,Ryzen 7,16 GB,Windows 11 Home,"60Hz refresh rate, Anti-glare display",Integrated,"₹79,990"
ASUS,ASUS Vivobook Go 14,14 Inches,Black,512 GB,Ryzen 5,8 GB,Windows 11 Home,"60Hz refresh rate, Anti-glare display",Integrated,"₹45,490"
Lenovo,LOQ,15.6 Inches,i5-12th | RTX 3050,512 GB,Others,16 GB,Windows 11 Home,"Backlit Keyboard, HD Audio",Dedicated,"₹43,990"
Lenovo,IdeaPad Slim 5,14 Inches,Cloud Grey,1 TB,Snapdragon X Plus,16 GB,Windows 11 Home,"Anti Glare Coating, Backlit Keyboard, HD Audio, Memory Card Slot",Integrated,"₹43,985"
MSI,Thin 15 B13UDX,40 Centimetres,Cosmos Gray,,Core i7,16 GB,Windows 11 Home,,Dedicated,"₹34,990"
Lenovo,IdeaPad,14 Inches,Grey,1 TB,Intel Core Ultra 9,32 GB,Windows 11 Home,"Anti Glare Coating, Backlit Keyboard, HD Audio, Memory Card Slot",Dedicated,"₹53,990"
Lenovo,Lenovo V15,15.6 Inches,Iron Grey,512 GB,Core i5-1235U,8 GB,Windows 11 Home,"Anti Glare Coating, Lightweight",Integrated,"₹30,490"
ASUS,ASUS TUF Gaming F15,15.6 Inches,Mecha Gray,512 GB,,16 GB,Windows 11 Home,"720P HD camera, Anti-glare display, Backlit Chiclet Keyboard 1-Zone RGB, Built-in array microphone, G-Sync720P HD camera, Anti-glare display, Backlit Chiclet Keyboard 1-Zone RGB, Built-in array microphone, G-SyncSee more",Dedicated,"₹64,990"
FUTOPIA,NU14U8INV56LS-MB,14.1 Inches,Black,512 GB,AMD Ryzen 5 5500U,8 GB,Windows 11 Home,"Anti Glare Coating, HD Audio, Lightweight, Memory Card Slot, Spill Resistant",Integrated,"₹23,588"
Lenovo,IdeaPad Slim 5,14 Inches,Cloud Grey,1 TB,Core i5,16 GB,Windows 11 Home,HD Audio,Integrated,"₹66,990"
Lenovo,IdeaPad Slim 3,15 Inches,Arctic Grey,512 GB,Intel Core i3,8 GB,Windows 11 Home,"Anti Glare Coating, HD Audio, Memory Card Slot",Integrated,"₹43,999"
Acer,NITRO LITE 16,16 Inches,White,,Intel Core i5,16 GB,Windows 11 Home,,Dedicated,"₹48,990"
HP,HP Laptop,39.6 Centimetres,Natural Silver,512 GB,Core i3 Family,8 GB,Windows 11 Home,"Anti Glare Coating, Backlit Keyboard",Integrated,"₹19,490"
Dell,Vostro,15.6 Inches,Carbon Black,,Core i5,8 GB,Windows 11 Home,Thin,Integrated,"₹64,990"
Lenovo,Yoga Slim 7,14,2025 Aura | Ultra 7 258V,1 TB,Intel Core Ultra 7,32 GB,Windows 11 Home,"Anti Glare Coating, HD Audio, Memory Card Slot",Integrated,"₹43,990"
ASUS,ASUS Zenbook 14,14 Inches,Iceland Gray,512 GB,Snapdragon,16 GB,Windows 11 Home,"60Hz refresh rate, Glossy display",Integrated,"₹1,64,990"
,,,,,,,,,,"₹59,990"
ASUS,ASUS Vivobook 16X,16 Inches,Silver | RTX 3050 | MSO,512 GB,Intel Core i5,16 GB,Windows 11 Home,"Anti-glare display, US MIL-STD 810H military-grade standard",Integrated,"₹31,231"
ASUS,ASUS Vivobook S14,14 Inches,Matte Gray,,Intel Core Ultra 7,16 GB,Windows 11 Home,"45% NTSC color gamut, Anti-glare display, LED Backlit",Integrated,"₹57,990"
,,,,,,,,,,"₹34,990"
,,,,,,,,,,"₹84,990"
,,,,,,,,,,"₹33,990"
,,,,,,,,,,"₹53,990"
,,,,,,,,,,"₹35,960"
Lenovo,LOQ,15.6 Inches,i5-12th | RTX 3050,512 GB,Others,16 GB,Windows 11 Home,"Backlit Keyboard, HD Audio",Dedicated,"₹86,490"
,,,,,,,,,,"₹59,990"
,,,,,,,,,,"₹1,02,990"
,,,,,,,,,,"₹99,990"
,,,,,,,,,,"₹43,990"
HP,Chromebook,14 Inches,Silver,64 GB,Celeron N4020,4 GB,Chrome OS,"Micro Edge, Touchscreen, Dual speaker, Multi Touch Gesture, Voice Assistant, Convertible",Integrated,"₹45,490"
HP,HP Laptop,14 Inches,"Silver-13th Gen i5""",512 GB,Core i5,16 GB,Windows 11 Home,"Backlit Keyboard, Micro-Edge Display",Integrated,"₹2,09,990"
Lenovo,ThinkBook 16,16 Inches,Dark Silver,512 GB,Ryzen 5,16 GB,Windows 11 Home,"Anti Glare Coating, Backlit Keyboard, Fingerprint Reader, HD Audio, Numeric Keypad",Integrated,"₹74,975"
HP,HP 15,15.6 Inches,Turbo Silver,512 GB,Ryzen 3,16 GB,Windows 11 Home,"Anti Glare Coating, HD Audio, Lightweight, Numeric Keypad",Integrated,"₹70,990"
ASUS,ASUS Vivobook 16,16 Inches,Cool Silver,,Ryzen AI,16 GB,Windows 11 Home,"45% NTSC color gamut, Anti-glare display, Backlit Keyboard",Integrated,"₹34,965"
Primebook,,11.6 Inches,Gray,128 GB,MediaTek Helio,6 GB,PrimeOS 3.0,"Lightweight, Memory Card Slot",Integrated,"₹77,990"
Dell,Inspiron,15.6 Inches,Silver,512 GB,Core i5,16 GB,Windows 11 Home,Backlit Keyboard,Integrated,"₹22,990"
Lenovo,IdeaPad Slim 3,15.3,Luna Grey,,Intel Core 5,24 GB,Windows 11 Home,"Anti Glare Coating, HD Audio, Memory Card Slot",Integrated,"₹34,990"
Lenovo,Yoga Slim 7,15 Inches,2024 Aura | Ultra 7 258V,1 TB,Intel Core Ultra 7,32 GB,Windows 11 Home,"Anti Glare Coating, Backlit Keyboard, HD Audio",Integrated,"₹30,990"
ASUS,ASUS Vivobook 14,14 Inches,Silver | 8GB,512 GB,Intel Core i5,8 GB,Windows 11 Home,"Anti-glare display, US MIL-STD 810H military-grade standard",Integrated,"₹48,990"
Lenovo,Lenovo 15,15.6 Inches,Arctic Grey,512 GB,Ryzen 5,16 GB,Windows 11 Pro,"Anti Glare Coating, HD Audio, Lightweight, Numeric Keypad",Integrated,"₹19,490"
ASUS,ASUS Zenbook 14,14 Inches,Jade Black,,Ryzen AI,16 GB,Windows 11 Home,"100% DCI-P3 color gamut, Glossy display, LED Backlit",Integrated,"₹64,990"
Generic,"Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i5-1334U",15.6 Inches,Carbon Black,512 GB,5X86,8 GB,Windows 11 Home,"Spill-resistant keyboard with numeric keypad,thin & light",Integrated,"₹43,990"
Generic,820G3-8-256,12.5 Inches,Black,256 GB,Core i5 6200U,8 GB,Windows 10 Pro,Business Laptop,Integrated Uhd Graphics,"₹1,03,990"
ASUS,ASUS TUF Gaming F16,16 Inches,Jaeger Gray,1 TB,Others,16 GB,Windows 11 Home,Anti-glare display,Dedicated,"₹48,990"
Dell,Inspiron 14,14 Inches,Ice Blue,512 GB,Core i3,8 GB,Windows 11 Home,"Anti Glare Coating, HD Audio, Lightweight, Memory Card Slot",Integrated,"₹1,22,690"
ASUS,ASUS Vivobook 16X,16 Inches,Silver | RTX 3050,512 GB,Intel Core i5,16 GB,Windows 11 Home,"144Hz refresh rate, Anti-glare display, US MIL-STD 810H military-grade standard",Dedicated,"₹57,990"
Lenovo,LOQ,15.6 Inches,i5-12th | RTX 3050,512 GB,Others,16 GB,Windows 11 Home,"Backlit Keyboard, HD Audio",Dedicated,"₹84,990"
ASUS,ASUS Vivobook 16,16 Inches,Quiet Blue,512 GB,Snapdragon X,16 GB,Windows 11 Home,"Anti-glare display, Qualcomm® Adreno™ GPU",Integrated,"₹34,990"
HP,HP 15,15.6 Inches,Ash Grey,512 GB,Core i3,16 GB,Windows 11 Home,"Anti Glare Coating, Fingerprint Reader, HD Audio, Lightweight, Numeric Keypad",Integrated,"₹33,990"
ASUS,ASUS Vivobook 16X,16 Inches,Black | RTX 3050 | MSO,512 GB,Core i5,16 GB,Windows 11 Home,"Backlit Keyboard, Num-key",Dedicated,"₹53,990"
ASUS,ASUS Vivobook 16,16 Inches,Black | Core 5 210H,512 GB,Intel Core 5,16 GB,Windows 11 Home,"Anti-glare display, Backlit Keyboard, Precision touchpad",Integrated,"₹70,499"
HP,HP Laptop,14 Inches,Silver,512 GB,Core i5,16 GB,Windows 11 Home,Anti Glare Coating,Integrated,"₹29,970"
Lenovo,Lenovo 15,15.6 Inches,Arctic Grey,512 GB,Ryzen 5,16 GB,Windows 11 Home,"Anti Glare Coating, HD Audio, Lightweight, Numeric Keypad",Integrated,"₹37,990"
HP,HP Gaming Laptop,40.9 Centimetres,Meteor silver,1 TB,Intel Core i7,16 GB,Windows 11 Home,"Anti Glare Coating, RGB Backlit",Dedicated,"₹67,990"
,,,,,,,,,,"₹97,990"
HP,14-em0026AU,35.6 Centimetres,Natural Silver,512 GB,Ryzen 5,8 GB,Windows 11 Home,"FHD, Micro- Edge",Integrated,"₹45,490"
Lenovo,Lenovo V15 G2 IJL,15.6 Inches,Black,256 GB,Celeron N,8 GB,Windows 11 Home,Thin,Integrated,"₹53,990"
Lenovo,IdeaPad Slim 3,6.67 Inches,Arctic Grey,512 GB,Ryzen 5,16 GB,Windows 11 Home,"Anti Glare Coating, Backlit Keyboard, HD Audio, Memory Card Slot",Integrated,"₹70,990"
Lenovo,LOQ,15.6 Inches,i5-12th | RTX 3050,512 GB,Others,16 GB,Windows 11 Home,"Backlit Keyboard, HD Audio",Dedicated,"₹1,04,990"
HP,HP Laptop,39.6 Centimetres,Peformance Blue,,Ryzen 7,16 GB,Windows 11 Home,Anti Glare Coating,Dedicated,"₹1,04,990"
ASUS,ASUS TUF Gaming F15,15.6 Inches,Mecha Gray,512 GB,,16 GB,Windows 11 Home,"720P HD camera, Anti-glare display, Backlit Chiclet Keyboard 1-Zone RGB, Built-in array microphone, G-Sync720P HD camera, Anti-glare display, Backlit Chiclet Keyboard 1-Zone RGB, Built-in array microphone, G-SyncSee more",Dedicated,"₹65,990"
Lenovo,IdeaPad Flex 5 14IRU8,14 Inches,Arctic Grey,512 GB,Intel Core i7,16 GB,Windows 11 Home,"Backlit Keyboard, Fingerprint Reader",Integrated,"₹1,12,690"
Lenovo,LOQ,15.6,Luna Grey,,Intel Core i7,16 GB,Windows 11 Home,"Backlit Keyboard, HD Audio",Dedicated,"₹27,970"
Neopticon,BrowseBook,14.1 Inches,Gray,256 GB,Celeron N4020,4 GB,Windows 11 Home,"HD Audio, Memory Card Slot",Integrated,"₹1,45,990"
HP,HP Laptop,39.6 Centimetres,Blue,512 GB,Ryzen 5,16 GB,Windows 11 Home,"Anti Glare Coating, Micro Edge Display",Dedicated,"₹37,965"
,,,black,,,,,,,"₹48,990"
,,,,,,,,,,"₹19,490"
Microsoft,Surface Pro,13 Inches,,,,,,,,"₹43,990"
Lenovo,Lenovo V14,14 Inches,Iron Grey,512 GB,Core i5,16 GB,Windows 11 Home,"Fhd Display, Spill Resistant, Ssd Storage, Thin, Windows 11",Integrated,"₹98,490"
Lenovo,Lenovo V15,15.6 Inches,Iron Grey,512 GB,Core i5 Family,16 GB,Windows 11 Home,"Anti Glare Coating, Lightweight",Integrated,"₹52,990"
Lenovo,V15,15.6 Inches,Black,256 GB,Celeron,8 GB,Windows,"Anti Glare Coating, Lightweight, Numeric Keypad",Integrated,"₹74,999"
Lenovo,Lenovo V15 G4 for the below ASIN,15.6 Inches,Iron Grey,512 GB,Ryzen 7,16 GB,Windows 11 Home,"Anti Glare Coating, Lightweight",Integrated,"₹59,985"
acer,Aspire 3,14 Inches,"Gray, 16GB/1TB SSD/14.1""",1 TB,Core i5,16 GB,Windows 11 Home,Thin,Integrated,"₹57,990"
acer,CB315-4H,15.6 Inches,Silver,128 GB,Others,8 GB,Chrome OS,"Anti Glare Coating, HD Audio, Long battery life, Memory Card Slot, Numeric Keypad",Integrated,"₹34,990"
Lenovo,LOQ,15.6,R7 | 24GB | RTX 3050A,512 GB,Ryzen 7,24 GB,Windows 11 Home,"Backlit Keyboard, HD Audio",Dedicated,"₹84,990"
HP,Chromebook,14 Inches,Silver,64 GB,Celeron N4020,4 GB,Chrome OS,"Micro Edge, Touchscreen, Dual speaker, Multi Touch Gesture, Voice Assistant, Convertible",Integrated,"₹33,990"
HP,HP Laptop,14 Inches,"Silver-13th Gen i5""",512 GB,Core i5,16 GB,Windows 11 Home,"Backlit Keyboard, Micro-Edge Display",Integrated,"₹53,990"
Lenovo,ThinkBook 16,16 Inches,Dark Silver,512 GB,Ryzen 5,16 GB,Windows 11 Home,"Anti Glare Coating, Backlit Keyboard, Fingerprint Reader, HD Audio, Numeric Keypad",Integrated,"₹36,990"
HP,HP Laptop,39.6 Centimetres,Natural Silver,512 GB,Ryzen 7,16 GB,Windows 11 Home,"Anti Glare Coating, Backlit Keyboard",Integrated,"₹60,990"
HP,HP Laptop,15.6 Inches,Natural Silve,512 GB,Core i5,16 GB,Windows 11 Home,"Backlit Keyboard, Micro-Edge Display",Integrated,"₹6,899"
Lenovo,LOQ,15.6 Inches,i5-12th | RTX 3050,512 GB,Others,16 GB,Windows 11 Home,"Backlit Keyboard, HD Audio",Dedicated,"₹47,590"
HP,HP Laptop,39.6 Centimetres,Peformance Blue,,Ryzen 7,16 GB,Windows 11 Home,Anti Glare Coating,Dedicated,"₹34,990"
HP,HP 15,15.6 Inches,Turbo Silver,512 GB,Ryzen 3,16 GB,Windows 11 Home,"Anti Glare Coating, HD Audio, Lightweight, Numeric Keypad",Integrated,"₹64,990"
ASUS,ASUS Vivobook 16,16 Inches,Cool Silver,,Ryzen AI,16 GB,Windows 11 Home,"45% NTSC color gamut, Anti-glare display, Backlit Keyboard",Integrated,"₹72,000"
ASUS,ASUS Vivobook 14,14 Inches,Silver | 8GB,512 GB,Intel Core i5,8 GB,Windows 11 Home,"Anti-glare display, US MIL-STD 810H military-grade standard",Integrated,"₹69,990"
Lenovo,Lenovo 15,15.6 Inches,Arctic Grey,512 GB,Ryzen 5,16 GB,Windows 11 Pro,"Anti Glare Coating, HD Audio, Lightweight, Numeric Keypad",Integrated,"₹99,990"
ASUS,ASUS Zenbook 14,14 Inches,Jade Black,,Ryzen AI,16 GB,Windows 11 Home,"100% DCI-P3 color gamut, Glossy display, LED Backlit",Integrated,"₹40,890"
Generic,"Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i5-1334U",15.6 Inches,Carbon Black,512 GB,5X86,8 GB,Windows 11 Home,"Spill-resistant keyboard with numeric keypad,thin & light",Integrated,"₹92,990"
Generic,820G3-8-256,12.5 Inches,Black,256 GB,Core i5 6200U,8 GB,Windows 10 Pro,Business Laptop,Integrated Uhd Graphics,"₹22,990"
ASUS,ASUS TUF Gaming F16,16 Inches,Jaeger Gray,1 TB,Others,16 GB,Windows 11 Home,Anti-glare display,Dedicated,"₹68,989"
Lenovo,Lenovo V14,14 Inches,Iron Grey,512 GB,Core i5,16 GB,Windows 11 Home,"Fhd Display, Spill Resistant, Ssd Storage, Thin, Windows 11",Integrated,"₹35,990"
HP,HP Laptop,39.6 Centimetres,Natural Silver,512 GB,Ryzen 7,16 GB,Windows 11 Home,"Anti Glare Coating, Backlit Keyboard",Integrated,"₹75,999"
Dell,Inspiron 14,14 Inches,Ice Blue,512 GB,Core i3,8 GB,Windows 11 Home,"Anti Glare Coating, HD Audio, Lightweight, Memory Card Slot",Integrated,"₹34,990"
ASUS,ASUS Vivobook 16X,16 Inches,Silver | RTX 3050,512 GB,Intel Core i5,16 GB,Windows 11 Home,"144Hz refresh rate, Anti-glare display, US MIL-STD 810H military-grade standard",Dedicated,"₹44,990"
HP,HP 15,15.6 Inches,Ash Grey,512 GB,Core i3,16 GB,Windows 11 Home,"Anti Glare Coating, Fingerprint Reader, HD Audio, Lightweight, Numeric Keypad",Integrated,"₹1,29,990"
ASUS,ASUS Vivobook 16X,16 Inches,Black | RTX 3050 | MSO,512 GB,Core i5,16 GB,Windows 11 Home,"Backlit Keyboard, Num-key",Dedicated,"₹83,990"
ASUS,ASUS Vivobook 16,16 Inches,Black | Core 5 210H,512 GB,Intel Core 5,16 GB,Windows 11 Home,"Anti-glare display, Backlit Keyboard, Precision touchpad",Integrated,"₹61,990"
,,,,,,,,,,"₹59,990"
,,,,,,,,,,"₹77,990"
,,,,,,,,,,"₹57,990"
HP,HP Laptop,15.6 Inches,Natural Silve,512 GB,Core i5,16 GB,Windows 11 Home,"Backlit Keyboard, Micro-Edge Display",Integrated,"₹84,990"
Primebook,Primebook 2 Max,15.6 Inches,Gray,256 GB,MediaTek Helio,8 GB,PrimeOS 3.0,"Backlit Keyboard, HD Audio, Memory Card Slot, Numeric Keypad",Integrated,"₹33,990"
Lenovo,Yoga Slim 7,14,2025 Aura | Ultra 5 226V,1 TB,Intel Core Ultra 5,16 GB,Windows 11 Home,"Anti Glare Coating, HD Audio, Memory Card Slot",Integrated,"₹53,990"
,,,,,,,,,,"₹69,990"
,,,,,,,,,,"₹1,449"
,,,,,,,,,,"₹58,990"
,,,,,,,,,,"₹63,990"
,,,,,,,,,,"₹74,990"
Lenovo,Lenovo V14,14 Inches,Iron Grey,,Core i3,8 GB,Windows 11 Home,"Anti Glare Coating, HD Audio, Lightweight, Spill Resistant",Integrated,"₹75,190"
Dell,Inspiron,15.6 Inches,Silver,1 TB,Core i5,16 GB,Windows 11 Home,Backlit Keyboard,Integrated,"₹64,990"
Lenovo,Lenovo V14,14 Inches,Iron Grey,512 GB,Core i5,16 GB,Windows 11 Home,"Fhd Display, Spill Resistant, Ssd Storage, Thin, Windows 11",Integrated,"₹52,990"
,,,,,,,,,,"₹1,879"
,,,,,,,,,,₹499
,,,,,,,,,,"₹4,954"
,,,,,,,,,,"₹23,588"
HP,HP Laptop,15.6 Inches,Natural Silve,512 GB,Core i5,16 GB,Windows 11 Home,"Backlit Keyboard, Micro-Edge Display",Integrated,"₹54,990"
,,,,,,,,,,"₹44,490"
,,,,,,,,,,"₹28,790"
,,,,,,,,,,"₹67,990"
Primebook,Primebook 2 Max,15.6 Inches,Gray,256 GB,MediaTek Helio,8 GB,PrimeOS 3.0,"Backlit Keyboard, HD Audio, Memory Card Slot, Numeric Keypad",Integrated,"₹14,990"
,,,,,,,,,,"₹49,999"
,,,,,,,,,,"₹59,985"
,,,,,,,,,,"₹1,47,887"
Lenovo,Lenovo V15 G2 IJL,15.6 Inches,Black,256 GB,Celeron N,8 GB,Windows 11 Home,Thin,Integrated,"₹41,990"
,,,,,,,,,,"₹34,990"
,,,,,,,,,,"₹87,990"
Lenovo,IdeaPad Slim 5,14 Inches,Cloud Grey,1 TB,Snapdragon X Plus,16 GB,Windows 11 Home,"Anti Glare Coating, Backlit Keyboard, HD Audio, Memory Card Slot",Integrated,"₹57,990"
,,,,,,,,,,"₹84,990"
,,,,,,,,,,"₹53,990"
,,,,,,,,,,"₹69,990"
Lenovo,Yoga Slim 7,14,2025 Aura | Ultra 5 228V,1 TB,Intel Core Ultra 5,32 GB,Windows 11 Home,"Anti Glare Coating, HD Audio, Memory Card Slot",Integrated,"₹33,990"
,,,,,,,,,,"₹47,790"
Dell,Vostro 3530,15 Inches,Cabon Black,512 GB,Core i3,16 GB,Windows 11 Home,Spill Resistance Keyboard,Integrated,"₹17,990"
,,,,,,,,,,"₹1,39,990"
Lenovo,Lenovo V14,14 Inches,Iron Grey,512 GB,Core i5,16 GB,Windows 11 Home,"Fhd Display, Spill Resistant, Ssd Storage, Thin, Windows 11",Integrated,"₹30,890"
,,,,,,,,,,"₹58,985"
Lenovo,Lenovo V15,15.6 Inches,Iron Grey,512 GB,Core i5 Family,16 GB,Windows 11 Home,"Anti Glare Coating, Lightweight",Integrated,"₹64,990"
,,,,,,,,,,"₹52,990"
,,,,,,,,,,"₹33,050"
Dell,Inspiron,15.6 Inches,Silver,1 TB,Core i5,16 GB,Windows 11 Home,Backlit Keyboard,Integrated,"₹59,989"
,,,,,,,,,,"₹76,990"
,,,,,,,,,,"₹67,990"
Lenovo,Yoga Slim 7,14,2025 Aura | Ultra 7 258V,1 TB,Intel Core Ultra 7,32 GB,Windows 11 Home,"Anti Glare Coating, HD Audio, Memory Card Slot",Integrated,"₹34,500"
Primebook,Primebook 2 Max,15.6 Inches,Gray,256 GB,MediaTek Helio,8 GB,PrimeOS 3.0,"Backlit Keyboard, HD Audio, Memory Card Slot, Numeric Keypad",Integrated,"₹1,39,490"
Lenovo,IdeaPad Slim 3,6.67 Inches,Arctic Grey,512 GB,Ryzen 5,16 GB,Windows 11 Home,"Anti Glare Coating, Backlit Keyboard, HD Audio, Memory Card Slot",Integrated,₹699
,,,,,,,,,,"₹34,985"
Lenovo,IdeaPad Slim 3,15.3,Luna Grey,,Intel Core 5,24 GB,Windows 11 Home,"Anti Glare Coating, HD Audio, Memory Card Slot",Integrated,"₹23,480"
,,,,,,,,,,"₹38,990"
,,,,,,,,,,"₹64,990"
,,,,,,,,,,"₹76,990"
,,,,,,,,,,"₹92,990"
,,,,,,,,,,"₹75,190"
,,,,,,,,,,"₹1,12,690"
,,,,,,,,,,"₹57,990"
Lenovo,Lenovo V14,14 Inches,Iron Grey,512 GB,Core i5,16 GB,Windows 11 Home,"Fhd Display, Spill Resistant, Ssd Storage, Thin, Windows 11",Integrated,"₹53,990"
,,,,,,,,,,"₹34,990"
Dell,Vostro,15.6 Inches,Carbon Black,,Core i5,8 GB,Windows 11 Home,Thin,Integrated,"₹69,990"
Dell,Inspiron,15.6 Inches,Silver,512 GB,Core i5,16 GB,Windows 11 Home,Backlit Keyboard,Integrated,"₹61,990"
MSI,Katana A17 AI,44 Centimetres,Black,1 TB,Ryzen 9,16 GB,Windows 11 Home,Windows 11 Pro,Dedicated,"₹13,990"
,,,,,,,,,,"₹63,990"
,,,,,,,,,,₹474
Dell,Vostro 3530,15 Inches,Cabon Black,512 GB,Core i3,16 GB,Windows 11 Home,Spill Resistance Keyboard,Integrated,"₹1,449"
Primebook,,11.6 Inches,Gray,128 GB,MediaTek Helio,6 GB,PrimeOS 3.0,"Lightweight, Memory Card Slot",Integrated,"₹1,47,699"
Primebook,Primebook 2 Pro,14.1 Inches,Gray,128 GB,MediaTek Helio,8 GB,PrimeOS 3.0,"Backlit Keyboard, Lightweight, Memory Card Slot",Integrated,"₹43,990"
